word,freq,mean_tf,variance,cv,doc_freq
fluid,409729,8536.020833333334,91541055.60373263,1.1208628928839086,48
difficult,408909,8518.9375,96642393.35026042,1.153980330440641,48
suppress,408908,8518.916666666666,291401227.4930555,2.0038320495855637,48
scenario,408823,8517.145833333334,97758966.87456597,1.1608716844892117,48
throughout,408813,8516.9375,63954580.350260414,0.9389714046937531,48
genomic,408480,8510.0,350033545.9583333,2.1984939442816205,48
guide,407798,8495.791666666666,88190315.03993057,1.1053672494921656,48
implementation,407790,8495.625,176460048.15104166,1.5636079232332492,48
participation,406952,8478.166666666666,263914136.2222222,1.9161494410291842,48
interact,406773,8474.4375,127784090.28776042,1.3339130202336595,48
inform,406750,8473.958333333334,148024674.83159724,1.4357563099884112,48
black,406556,8469.916666666666,68679522.90972222,0.9784406723056899,48
induced,405941,8457.104166666666,215736004.50998268,1.73675931055849,48
intake,405671,8451.479166666666,606262266.9578995,2.9133827489649566,48
incorporate,405325,8444.270833333334,60952129.947482646,0.9245540156688875,48
specificity,405074,8439.041666666666,131608825.70659722,1.3594066055489809,48
sars,405013,8437.770833333334,501537994.0516493,2.654142237822352,48
person,404572,8428.583333333334,467732896.5763888,2.565927450238664,48
complication,404464,8426.333333333334,192489156.26388887,1.6465104797125178,48
run,404398,8424.958333333334,74263777.58159722,1.0228707428733987,48
wall,404331,8423.5625,216041275.49609375,1.7449081205862054,48
alpha,403742,8411.291666666666,147224085.33159724,1.4425362641153172,48
fiber,403038,8396.625,104906030.52604167,1.2198192129323906,48
candidate,403030,8396.458333333334,185998322.62326387,1.6242705745457067,48
head,402155,8378.229166666666,91287590.63498265,1.1403906217378343,48
fast,402068,8376.416666666666,68335454.7013889,0.9868809642333113,48
extent,401894,8372.791666666666,109779839.9982639,1.251385192135175,48
delivery,400732,8348.583333333334,123013985.65972221,1.328508870054409,48
engagement,400328,8340.166666666666,606956242.7222223,2.953955590049743,48
organic,399081,8314.1875,320174919.98567706,2.152156457173814,48
extend,399027,8313.0625,71996511.01692708,1.0206919268859929,48
fraction,398868,8309.75,113497225.0625,1.282049115949985,48
square,398600,8304.166666666666,80559812.72222222,1.0808443756618644,48
basic,397396,8279.083333333334,115064701.15972221,1.2956532922560942,48
eye,397386,8278.875,202053070.90104166,1.7169648422909776,48
pathological,396846,8267.625,202893808.984375,1.7228744394199018,48
representation,396451,8259.395833333334,197889214.61414933,1.703188759233506,48
international,395524,8240.083333333334,85796180.99305555,1.1240933395495765,48
antioxidant,395324,8235.916666666666,265243899.53472224,1.9774738923429571,48
cc,395136,8232.0,89641602.66666667,1.150136654500941,48
avoid,394160,8211.666666666666,79812665.55555557,1.087939126239034,48
continue,393438,8196.625,72810704.609375,1.041028335419454,48
reliability,393169,8191.020833333333,303199471.312066,2.12581853481818,48
crop,392726,8181.791666666667,1233972891.0815973,4.293430059587932,48
responsible,392486,8176.791666666667,88105959.45659722,1.1479413761857733,48
protection,392254,8171.958333333333,148622734.8732639,1.4918201907577953,48
closely,392075,8168.229166666667,89151627.50998263,1.1559438112560922,48
ra,391661,8159.604166666667,515144229.9474826,2.7816041703965046,48
identity,391319,8152.479166666667,403601228.0828993,2.464260080922848,48
wash,390778,8141.208333333333,245328602.49826393,1.9239120908892853,48
package,390616,8137.833333333333,137140750.59722224,1.4390453152658764,48
scan,390584,8137.166666666667,85545819.80555557,1.1366485046704449,48
fat,390206,8129.291666666667,227227619.9565972,1.8542908450475297,48
preparation,389268,8109.75,80996216.6875,1.109749352756604,48
fatty,388941,8102.9375,167960087.0169271,1.5994127597069605,48
topic,388935,8102.8125,112352772.81901042,1.3081456703773258,48
re,387971,8082.729166666667,63946295.3641493,0.989349338685578,48
band,387852,8080.25,78713839.4375,1.097995980795916,48
matter,387586,8074.708333333333,92765537.03993057,1.1927968607252644,48
acquire,386812,8058.583333333333,89975199.82638888,1.177071132006109,48
pa,386789,8058.104166666667,100180484.25998263,1.242106075800312,48
cultural,386548,8053.083333333333,552108127.7847222,2.917762088848469,48
majority,386378,8049.541666666667,80143854.83159722,1.1121515234520722,48
induction,385230,8025.625,262923802.609375,2.0203940881673574,48
relation,384237,8004.9375,247306995.9752604,1.9645371941573277,48
object,383362,7986.708333333333,406237731.74826384,2.5236103773138607,48
dc,383242,7984.208333333333,836850675.0399305,3.6231984747006356,48
think,383214,7983.625,248055527.19270834,1.9727603237229692,48
purpose,383112,7981.5,117079812.625,1.3556778221290395,48
indeed,382577,7970.354166666667,107511334.85373265,1.3009167548419567,48
prevention,382035,7959.0625,186544082.43359375,1.716045597198396,48
rise,381886,7955.958333333333,53105636.83159723,0.9159627463824848,48
emphasize,381655,7951.145833333333,131944982.16623263,1.4446635667896328,48
mention,381586,7949.708333333333,76550862.20659722,1.1005856556113818,48
frequently,380593,7929.020833333333,80081235.1453993,1.128615011682352,48
comprise,380490,7926.875,79277673.40104167,1.1232422694658835,48
consequently,380091,7918.5625,69998839.41276042,1.0565719354617265,48
substantial,380000,7916.666666666667,63791636.80555555,1.0088800021438435,48
auc,379135,7898.645833333333,163425907.22873262,1.6184817672999043,48
protective,378772,7891.083333333333,179315939.53472224,1.6969647390556188,48
adopt,378621,7887.9375,122042947.64192708,1.4005315070662159,48
machine,378314,7881.541666666667,43296844.08159722,0.8348663273004785,48
hour,377950,7873.958333333333,193149695.62326393,1.7650373573467828,48
sp,376985,7853.854166666667,263669664.9162326,2.067508247963333,48
sign,376736,7848.666666666667,89784933.3888889,1.2072739992089785,48
subset,376713,7848.1875,645557771.9023438,3.2374136001482894,48
his,376406,7841.791666666667,158631604.91493055,1.6061258015722348,48
undergo,376331,7840.229166666667,111338771.09331596,1.3458431692276431,48
hence,374065,7793.020833333333,70016564.22873265,1.0737286974775924,48
though,373771,7786.895833333333,73772282.88498265,1.1030171026087123,48
vs,373694,7785.291666666667,88963836.58159722,1.2115235605571484,48
summarize,373630,7783.958333333333,61014356.33159723,1.0034956968281739,48
innovation,373063,7772.145833333333,200937073.74956596,1.8238499085413973,48
interview,373016,7771.166666666667,311078881.5972222,2.269598528225107,48
advanced,373014,7771.125,195423745.90104166,1.7988906814839973,48
cod,372700,7764.583333333333,106004104.90972221,1.3259989685339637,48
nuclear,372343,7757.145833333333,138472430.91623262,1.5169794654301936,48
educational,371487,7739.3125,485227458.21484375,2.8462320280971185,48
men,370307,7714.729166666667,193186665.07248262,1.8016394728186962,48
sport,370268,7713.916666666667,622828579.1180556,3.2352610061222973,48
mr,369663,7701.3125,116405140.50651042,1.4009457993571586,48
near,369430,7696.458333333333,66957366.41493055,1.063183576439894,48
iron,368815,7683.645833333333,127795537.64539929,1.4712636537409152,48
conventional,368473,7676.520833333333,73138864.7078993,1.1140628042808558,48
surgical,368241,7671.6875,237973539.96484375,2.010821090149846,48
build,367733,7661.104166666667,80185793.88498265,1.1688461461708408,48
negatively,367270,7651.458333333333,129179182.41493054,1.4854295122820647,48
underlie,367186,7649.708333333333,81739459.16493057,1.1818735221987755,48
date,366674,7639.041666666667,66753067.45659722,1.0695392693004764,48
choice,366308,7631.416666666667,199762815.74305555,1.8520476634388054,48
rank,366222,7629.625,82130539.109375,1.1878159265160908,48
usually,365862,7622.125,55085581.942708336,0.9737397612457884,48
seven,365558,7615.791666666667,80430969.49826388,1.1775967450890572,48
robust,364919,7602.479166666667,65468941.74956598,1.064295980048677,48
theoretical,364696,7597.833333333333,272403248.3055556,2.17228287468687,48
difficulty,364554,7594.875,257963904.94270834,2.1147490610249764,48
half,364279,7589.145833333333,63784859.416232646,1.0523638061135718,48
immunity,364211,7587.729166666667,687138421.9058161,3.4546996470137668,48
province,363891,7581.0625,119650822.22526042,1.4428718701729817,48
infant,363883,7580.895833333333,374055081.7183161,2.5512161204308783,48
own,363784,7578.833333333333,262949087.43055558,2.1396043756722904,48
regional,363567,7574.3125,96362060.75651042,1.2960143800244062,48
er,363098,7564.541666666667,129011890.62326388,1.50152390396512,48
interpretation,362922,7560.875,95802505.44270833,1.2945426859306413,48
uptake,362464,7551.333333333333,145059116.2638889,1.5949566078268331,48
involvement,361752,7536.5,109373089.16666667,1.387667879781096,48
pc,361131,7523.5625,81741216.24609375,1.2017026381136702,48
observed,360674,7514.041666666667,57125871.33159723,1.0058722331019196,48
engage,360641,7513.354166666667,300475138.60373265,2.307121205075843,48
gc,360058,7501.208333333333,177216435.41493055,1.7746829257369015,48
hormone,359536,7490.333333333333,260080296.0555555,2.153042389663209,48
connection,358672,7472.333333333333,99588446.47222221,1.3355133748351666,48
ro,358367,7465.979166666667,184925379.812066,1.8214258084354138,48
neuronal,358261,7463.770833333333,209129224.38498262,1.9375328163072192,48
align,358096,7460.333333333333,66386945.47222222,1.0921520640704712,48
hz,357849,7455.1875,135590810.1940104,1.561911984820431,48
rest,357717,7452.4375,90290858.16276042,1.2750392319677064,48
respond,357273,7443.1875,134820853.8190104,1.5599819640711172,48
ecological,357255,7442.8125,255008860.9440104,2.145559473274408,48
net,356841,7434.1875,147263870.0690104,1.6323549267880797,48
past,356821,7433.770833333333,98849442.96831597,1.337451199372326,48
name,356373,7424.4375,91144095.24609375,1.2858808050812458,48
couple,355966,7415.958333333333,49405664.91493055,0.9478095782201738,48
sub,355749,7411.4375,55791334.079427086,1.007815242773289,48
delay,354896,7393.666666666667,58883371.930555545,1.0378544905586105,48
city,354659,7388.729166666667,236314236.2391493,2.080535808686157,48
personal,354648,7388.5,464239006.875,2.9161814065252156,48
adaptation,354365,7382.604166666667,108643931.73914929,1.4118649391860099,48
solid,353990,7374.791666666667,93862270.41493054,1.3136987033692098,48
assume,353457,7363.6875,83834328.29817708,1.2434135474602757,48
informed,353184,7358.0,97350255.125,1.3409382018071165,48
fruit,352959,7353.3125,962428313.2148438,4.218918855455974,48
consequence,352767,7349.3125,101543672.21484375,1.3711334253841017,48
joint,352331,7340.229166666667,82388792.42664929,1.236586353964775,48
beyond,350601,7304.1875,67259759.11067708,1.1228086266025554,48
complexity,350070,7293.125,60496054.276041664,1.0664730068624704,48
box,349058,7272.041666666667,100482808.83159722,1.3784452610621085,48
diameter,348956,7269.916666666667,76672215.8263889,1.2044522149028398,48
similarity,348815,7266.979166666667,120892367.89539932,1.5130229894688918,48
beneficial,347648,7242.666666666667,82151056.63888888,1.2514343715066674,48
residue,347485,7239.270833333333,152280419.53081596,1.7046185400968108,48
double,346651,7221.895833333333,70584155.17664932,1.1633285606702077,48
air,346233,7213.1875,94028416.15234375,1.3443190067167008,48
eight,345897,7206.1875,69867797.81901042,1.159933174108775,48
option,345598,7199.958333333333,84460419.28993055,1.276428914025792,48
inhibitory,345558,7199.125,162746477.52604166,1.772050459574864,48
opportunity,345451,7196.895833333333,149205830.13498268,1.697257278658146,48
detailed,345337,7194.520833333333,40753618.16623264,0.8873219225643538,48
once,345202,7191.708333333333,56362197.123263896,1.0439071961943245,48
administer,344207,7170.979166666667,121240710.77039929,1.5354856995943404,48
reproduction,344159,7169.979166666667,53031306.56206596,1.0156598151948526,48
iv,343241,7150.854166666667,70341433.91623263,1.1728640842227651,48
se,342470,7134.791666666667,148013033.20659724,1.705173924998355,48
pregnancy,342315,7131.5625,175499443.8294271,1.8576041797529756,48
height,341915,7123.229166666667,111395124.63498266,1.481685992865834,48
metric,341815,7121.145833333333,33390558.99956597,0.8114503747012717,48
segment,341577,7116.1875,46153416.610677086,0.9546727923164983,48
prepare,341548,7115.583333333333,76148638.86805555,1.2263673036849312,48
isolates,340857,7101.1875,993600899.9856771,4.438896390713309,48
room,340787,7099.729166666667,63429159.57248264,1.1217670947957048,48
compute,340376,7091.166666666667,42060149.38888889,0.9145716028211712,48
transmission,339548,7073.916666666667,91201775.86805554,1.350024680423268,48
vessel,339486,7072.625,103805846.44270833,1.440556429752155,48
permit,339470,7072.291666666667,51925609.91493056,1.0188978368189512,48
evolution,339133,7065.270833333333,72692182.53081597,1.206743699144069,48
germany,338792,7058.166666666667,70348304.0138889,1.1883241043916306,48
overlap,338785,7058.020833333333,65249459.64539931,1.1444729272225025,48
repair,338074,7043.208333333333,109072757.16493057,1.4828171863758601,48
adaptive,337033,7021.520833333333,141245163.08289933,1.6926049375529355,48
instrument,337026,7021.375,114448280.109375,1.5236403545982802,48
minimum,336810,7016.875,41998061.317708336,0.9235722631649742,48
construction,336248,7005.166666666667,66696674.88888887,1.1658256843779253,48
mechanical,336065,7001.354166666667,92746457.77039932,1.375519079269856,48
tend,335950,6998.958333333333,129522634.9982639,1.6260707116674964,48
analyse,335552,6990.666666666667,54119273.638888896,1.0523431663851581,48
oil,335460,6988.75,122160241.1875,1.5814863050768562,48
attitude,334812,6975.25,471167067.4375,3.111914713241335,48
metal,334463,6967.979166666667,143065477.562066,1.7165662953476413,48
toxicity,333628,6950.583333333333,203883906.70138887,2.054330049090095,48
adapt,333418,6946.208333333333,90796980.08159721,1.371790836109987,48
transcript,333301,6943.770833333333,207018051.50998268,2.072090544885234,48
government,332677,6930.770833333333,207877453.42664933,2.080281729780659,48
optimize,332141,6919.604166666667,41424116.3641493,0.9301336898938051,48
pulmonary,332089,6918.520833333333,174292423.62456596,1.9082092707457798,48
promoter,331933,6915.270833333333,213202651.94748262,2.1114806580950174,48
ask,331867,6913.895833333333,316347423.8016493,2.5725233120081774,48
